refs/remotes/origin/codex/ot72-provider-sandbox-train	origin/codex/ot72-provider-sandbox-train	62ad1d39242f1a8745ad5da5c2a016301eb276c3	2026-07-15T09:47:48+03:00	fix: guard postgres assurance teardown
refs/remotes/origin/codex/ot73-landing-intent-reconciliation	origin/codex/ot73-landing-intent-reconciliation	ed2074254863468b4a70a0a3304490486ab2b71e	2026-07-15T10:18:55+03:00	OT-73 corrected landing addendum
refs/remotes/origin/codex/ot74-audience-reconciliation	origin/codex/ot74-audience-reconciliation	51cd99dc4434f0354ba229620ebe89558efeb120	2026-07-15T10:10:15+03:00	ot74 record final pr state
refs/remotes/origin/codex/ot75-release-observability-readiness	origin/codex/ot75-release-observability-readiness	028a05f3e44a7b37c2395576aa3800f507dd5268	2026-07-15T09:48:20+03:00	Record OT-75 draft PR state
refs/remotes/origin/codex/ot76-day-one-certification-harness	origin/codex/ot76-day-one-certification-harness	b9ece3146d2de6edc9f386712fad146f17b18031	2026-07-15T09:50:06+03:00	Add OT-76 day-one QA harness
refs/remotes/origin/codex/ot80-one-shot-final-convergence	origin/codex/ot80-one-shot-final-convergence	741af0c08ee1d43be4e220b7c6e4c77a2330adc2	2026-07-15T13:32:19+03:00	chore: record OT80 CI readback
refs/remotes/origin/codex/ot81-dayone-certification-and-staging	origin/codex/ot81-dayone-certification-and-staging	809480bb5581c4104f64c4c04a5c92fff8aaa7cf	2026-07-15T15:26:29+03:00	[OT-81] preserve prompt and exact branch certification
refs/remotes/origin/codex/ot81-dayone-certification-staging	origin/codex/ot81-dayone-certification-staging	ff23c9af0c3e3de18cd991097eb6e66032b11546	2026-07-15T14:55:04+03:00	chore: certify OT81 day-one staging candidate
refs/remotes/origin/codex/ot82-brand-system-foundation	origin/codex/ot82-brand-system-foundation	a8e4109b0530855bc7a5f56c90104706b9c8cd7c	2026-07-15T16:24:11+03:00	chore(ot82): record draft pr closeout
refs/remotes/origin/codex/ot83-household-portals-foundation	origin/codex/ot83-household-portals-foundation	a02d1d254ae0d17804fb657079a7871567260ea2	2026-07-15T16:55:29+03:00	[OT-83] update migration sentinel test
refs/remotes/origin/codex/ot83r-complete-portals	origin/codex/ot83r-complete-portals	04ca004e22b2c1e1ffaf710a3211eabcd3180f32	2026-07-16T08:28:55+03:00	chore(ot83r): preserve partial portal checkpoint
refs/remotes/origin/codex/ot84-telegram-action-gateway	origin/codex/ot84-telegram-action-gateway	f98103ecc3660dbda871a91485656e17580940a8	2026-07-15T20:05:24+03:00	Record OT-84 PR publication evidence
refs/remotes/origin/codex/ot85-whatsapp-lead-assistant	origin/codex/ot85-whatsapp-lead-assistant	fb6b3266e2bb2689fdfc1f751764fd98ecca8f0a	2026-07-15T19:54:11+03:00	Record OT-85 PR publication
refs/remotes/origin/codex/ot86a-vimeo-content-kb	origin/codex/ot86a-vimeo-content-kb	87a1bb7ffd6a2fa0d016a1831894d430aa2ee065	2026-07-15T20:21:39+03:00	feat(content): add Vimeo-backed approved content pipeline and KB
refs/remotes/origin/codex/ot86b-buffer-social	origin/codex/ot86b-buffer-social	97fa0c91758888f4e9de0af17d70002a0124669f	2026-07-15T21:03:00+03:00	feat(social): add human-approved Buffer publishing pipeline
refs/remotes/origin/codex/ot87-stripe-test-entitlements	origin/codex/ot87-stripe-test-entitlements	6ecb680713a2fd5cd7bc03766fe9b8974c9b75df	2026-07-15T20:14:57+03:00	Record OT-87 draft PR state
refs/remotes/origin/codex/ot88-zoom-learner-classroom	origin/codex/ot88-zoom-learner-classroom	80a67b93c61e9d5fb127789dadc0739917f21555	2026-07-16T08:30:43+03:00	chore(ot88): preserve preflight checkpoint
refs/remotes/origin/codex/ot89a-subscriber-support-producer	origin/codex/ot89a-subscriber-support-producer	0fe1b4668170f608d8763fb52d11b30f0150feb2	2026-07-16T08:30:43+03:00	chore(ot89a): preserve support producer preflight
refs/remotes/origin/codex/parallel-base-a73458d	origin/codex/parallel-base-a73458d	a73458d1884b8fcb4843c4852425009577f59ef7	2026-07-14T16:26:07+03:00	docs: add OT-24 PR2 hardening gate
refs/remotes/origin/codex/parallel-base-ot38-2456495	origin/codex/parallel-base-ot38-2456495	245649523566a7a0ace493ba70ede2a405ebdcce	2026-07-14T21:41:48+03:00	Implement OT-38 privileged MFA security
refs/remotes/origin/codex/parallel-base-ot39-c158457	origin/codex/parallel-base-ot39-c158457	c1584577780d7b5125bce4fb81d2a454c9e84096	2026-07-14T21:32:01+03:00	fix ot39 crm privacy performance evidence
refs/remotes/origin/codex/parallel-base-ot40-571b18f	origin/codex/parallel-base-ot40-571b18f	571b18f36cdc645f757cc3be6b0519f1af3225f6	2026-07-14T21:32:40+03:00	fix: lock OT-40 school receipt worker contract
refs/remotes/origin/codex/parallel-ot42-crm-module-v1	origin/codex/parallel-ot42-crm-module-v1	b2c159a060d8aa50ec6feb69f1cae003fd633bf3	2026-07-14T23:50:22+03:00	feat: add OT-42 CRM module
refs/remotes/origin/codex/parallel-ot44-communications-v1a	origin/codex/parallel-ot44-communications-v1a	76cae19be515ee896f22d0da976082a09d1d25d6	2026-07-15T00:01:18+03:00	feat: add OT-44 communications read model
refs/remotes/origin/codex/parallel-ot47-content-library-foundation	origin/codex/parallel-ot47-content-library-foundation	9444176dbc55e0c5af048ec1df2ea75ffa8dde33	2026-07-14T23:42:56+03:00	docs: link ot47 blocker pr
refs/remotes/origin/codex/recovery-blocked-ot61-ot70	origin/codex/recovery-blocked-ot61-ot70	17cfba068660eee489474a18963566dcf55eaffa	2026-07-15T01:22:19+03:00	docs: preserve blocked OT-61-OT-70 run packets
refs/remotes/origin/main	origin/main	610b585f3d221addd4e7b824c92a5cc256cffcf9	2026-07-14T13:41:49+03:00	chore: initialize standalone One Time foundation
refs/remotes/origin/ops/OPS-03-canary-conductor-62ad1d39242f	origin/ops/OPS-03-canary-conductor-62ad1d39242f	240d162eaff05b1f67222e35ff91aee941eff014	2026-07-16T08:42:42+03:00	feat: add OPS-03 canary conductor checkpoint
refs/remotes/origin/ot-99-pr-24	origin/ot-99-pr-24	ff23c9af0c3e3de18cd991097eb6e66032b11546	2026-07-15T14:55:04+03:00	chore: certify OT81 day-one staging candidate
refs/remotes/origin/ot-99-pr-25	origin/ot-99-pr-25	809480bb5581c4104f64c4c04a5c92fff8aaa7cf	2026-07-15T15:26:29+03:00	[OT-81] preserve prompt and exact branch certification
