task_id,stable_id,label,roles,capabilities,route,component,read_write,control_type,method,handler_endpoint,confirmation_required,idempotency_required,audit_required,audit_event,provider_mode,required_readiness,current_audit_state,owner,positive_tests,negative_tests
OPS-06,public.ticker.signup,Join free until Rosh Hashanah,anonymous,public:signup:read,/,CampaignTicker,read,link,GET,/signup,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Join free until Rosh Hashanah completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Join free until Rosh Hashanah is denied without state mutation. || OPS-06 negative: offline/session-expired use of Join free until Rosh Hashanah does not leak or duplicate protected state.
OPS-06,public.hero.signup,Sign Up Now,anonymous,public:signup:read,/,LandingHero,read,link,GET,/signup,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Sign Up Now completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Sign Up Now is denied without state mutation. || OPS-06 negative: offline/session-expired use of Sign Up Now does not leak or duplicate protected state.
OPS-06,public.final.signup,Sign Up Now,anonymous,public:signup:read,/,LandingFinalCta,read,link,GET,/signup,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Sign Up Now completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Sign Up Now is denied without state mutation. || OPS-06 negative: offline/session-expired use of Sign Up Now does not leak or duplicate protected state.
OPS-06,public.gallery.previous,Previous teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.previous,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Previous teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Previous teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Previous teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.next,Next teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.next,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Next teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Next teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Next teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.1,Show Atlanta teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(0),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Atlanta teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Atlanta teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Atlanta teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.2,Show Baltimore teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(1),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Baltimore teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Baltimore teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Baltimore teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.3,Show Flatbush teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(2),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Flatbush teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Flatbush teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Flatbush teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.4,Show Hollywood teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(3),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Hollywood teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Hollywood teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Hollywood teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.5,Show Lakewood teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(4),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Lakewood teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Lakewood teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Lakewood teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.6,Show Miami teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(5),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Miami teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Miami teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Miami teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.7,Show Philadelphia teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(6),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Philadelphia teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Philadelphia teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Philadelphia teaching photo does not leak or duplicate protected state.
OPS-06,public.gallery.dot.8,Show Silver Spring teaching photo,anonymous,public:gallery:navigate,/,TeachingGallery,read,button,CLIENT,gallery.show(7),false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Show Silver Spring teaching photo completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Show Silver Spring teaching photo is denied without state mutation. || OPS-06 negative: offline/session-expired use of Show Silver Spring teaching photo does not leak or duplicate protected state.
OPS-06,public.footer.home,Home,anonymous,public:navigation,*public,PublicFooter,read,link,GET,/,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Home completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Home is denied without state mutation. || OPS-06 negative: offline/session-expired use of Home does not leak or duplicate protected state.
OPS-06,public.footer.signup,Sign Up Now,anonymous,public:navigation,*public,PublicFooter,read,link,GET,/signup,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Sign Up Now completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Sign Up Now is denied without state mutation. || OPS-06 negative: offline/session-expired use of Sign Up Now does not leak or duplicate protected state.
OPS-06,public.footer.privacy,Privacy,anonymous,public:navigation,*public,PublicFooter,read,link,GET,/privacy,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Privacy completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Privacy is denied without state mutation. || OPS-06 negative: offline/session-expired use of Privacy does not leak or duplicate protected state.
OPS-06,public.footer.terms,Terms,anonymous,public:navigation,*public,PublicFooter,read,link,GET,/terms,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Terms completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Terms is denied without state mutation. || OPS-06 negative: offline/session-expired use of Terms does not leak or duplicate protected state.
OPS-06,public.footer.login,Member Login,anonymous,public:navigation,*public,PublicFooter,read,link,GET,/login,false,false,false,,not_applicable,ready,found,web-public,OPS-06 positive: Member Login completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Member Login is denied without state mutation. || OPS-06 negative: offline/session-expired use of Member Login does not leak or duplicate protected state.
OPS-06,signup.field.contact_name,Parent or contact name,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.contact_name,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Parent or contact name completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Parent or contact name is denied without state mutation. || OPS-06 negative: offline/session-expired use of Parent or contact name does not leak or duplicate protected state.
OPS-06,signup.field.family_or_school,Family or School,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.family_or_school,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Family or School completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Family or School is denied without state mutation. || OPS-06 negative: offline/session-expired use of Family or School does not leak or duplicate protected state.
OPS-06,signup.field.location,Location,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.location,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Location completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Location is denied without state mutation. || OPS-06 negative: offline/session-expired use of Location does not leak or duplicate protected state.
OPS-06,signup.field.timezone_fallback,Time zone,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.timezone_fallback,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Time zone completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Time zone is denied without state mutation. || OPS-06 negative: offline/session-expired use of Time zone does not leak or duplicate protected state.
OPS-06,signup.field.email,Email,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.email,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Email completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Email is denied without state mutation. || OPS-06 negative: offline/session-expired use of Email does not leak or duplicate protected state.
OPS-06,signup.field.phone,Phone / WhatsApp,anonymous,leads:create,/signup,SignupForm,write,input,CLIENT,form.phone,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Phone / WhatsApp completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Phone / WhatsApp is denied without state mutation. || OPS-06 negative: offline/session-expired use of Phone / WhatsApp does not leak or duplicate protected state.
OPS-06,signup.audience.family,Family,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.audience_type=family,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Family completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Family is denied without state mutation. || OPS-06 negative: offline/session-expired use of Family does not leak or duplicate protected state.
OPS-06,signup.audience.school,School,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.audience_type=school,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: School completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of School is denied without state mutation. || OPS-06 negative: offline/session-expired use of School does not leak or duplicate protected state.
OPS-06,signup.reminder.email,Email reminders,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.reminder_preference=email,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Email reminders completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Email reminders is denied without state mutation. || OPS-06 negative: offline/session-expired use of Email reminders does not leak or duplicate protected state.
OPS-06,signup.reminder.whatsapp,WhatsApp reminders,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.reminder_preference=whatsapp,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: WhatsApp reminders completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of WhatsApp reminders is denied without state mutation. || OPS-06 negative: offline/session-expired use of WhatsApp reminders does not leak or duplicate protected state.
OPS-06,signup.reminder.both,Email and WhatsApp reminders,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.reminder_preference=both,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Email and WhatsApp reminders completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Email and WhatsApp reminders is denied without state mutation. || OPS-06 negative: offline/session-expired use of Email and WhatsApp reminders does not leak or duplicate protected state.
OPS-06,signup.reminder.none,No daily reminders,anonymous,leads:create,/signup,SignupForm,write,radio,CLIENT,form.reminder_preference=none,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: No daily reminders completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of No daily reminders is denied without state mutation. || OPS-06 negative: offline/session-expired use of No daily reminders does not leak or duplicate protected state.
OPS-06,signup.reminder.consent,Reminder consent,anonymous,leads:create,/signup,SignupForm,write,checkbox,CLIENT,form.reminder_consent,false,false,false,,not_applicable,ready,found,lead-capture,OPS-06 positive: Reminder consent completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Reminder consent is denied without state mutation. || OPS-06 negative: offline/session-expired use of Reminder consent does not leak or duplicate protected state.
OPS-06,signup.submit,Sign Up Now,anonymous,leads:create,/signup,SignupForm,write,submit,POST,/api/v1/leads,false,true,true,lead_captured,provider_off,ready,found,lead-capture,OPS-06 positive: Sign Up Now completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Sign Up Now is denied without state mutation. || OPS-06 negative: offline/session-expired use of Sign Up Now does not leak or duplicate protected state.
OPS-06,activation.owner.accept,Activate owner account,anonymous,auth:activation:complete,/activate/:token,AccountActivationForm,write,submit,POST,/api/v1/auth/activations/:token/complete,true,true,true,account_activated,not_applicable,ready,partial,auth,OPS-06 positive: Activate owner account completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Activate owner account is denied without state mutation. || OPS-06 negative: offline/session-expired use of Activate owner account does not leak or duplicate protected state.
OPS-06,activation.administrator.accept,Activate administrator account,anonymous,auth:activation:complete,/activate/:token,AccountActivationForm,write,submit,POST,/api/v1/auth/activations/:token/complete,true,true,true,account_activated,not_applicable,ready,partial,auth,OPS-06 positive: Activate administrator account completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Activate administrator account is denied without state mutation. || OPS-06 negative: offline/session-expired use of Activate administrator account does not leak or duplicate protected state.
OPS-06,activation.parent.accept,Activate parent account,anonymous,auth:activation:complete,/activate/:token,AccountActivationForm,write,submit,POST,/api/v1/auth/activations/:token/complete,true,true,true,account_activated,not_applicable,ready,partial,auth,OPS-06 positive: Activate parent account completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Activate parent account is denied without state mutation. || OPS-06 negative: offline/session-expired use of Activate parent account does not leak or duplicate protected state.
OPS-06,activation.student.accept,Activate student account,anonymous,auth:activation:complete,/activate/:token,AccountActivationForm,write,submit,POST,/api/v1/auth/activations/:token/complete,true,true,true,account_activated,not_applicable,ready,partial,auth,OPS-06 positive: Activate student account completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Activate student account is denied without state mutation. || OPS-06 negative: offline/session-expired use of Activate student account does not leak or duplicate protected state.
OPS-06,auth.login.email,Email,anonymous,auth:login:start,/login,LoginForm,write,input,CLIENT,form.email,false,false,false,,not_applicable,ready,found,auth,OPS-06 positive: Email completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Email is denied without state mutation. || OPS-06 negative: offline/session-expired use of Email does not leak or duplicate protected state.
OPS-06,auth.login.password,Password,anonymous,auth:login:start,/login,LoginForm,write,input,CLIENT,form.password,false,false,false,,not_applicable,ready,found,auth,OPS-06 positive: Password completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Password is denied without state mutation. || OPS-06 negative: offline/session-expired use of Password does not leak or duplicate protected state.
OPS-06,auth.login.submit,Login,anonymous,auth:login:complete,/login,LoginForm,write,submit,POST,/api/v1/auth/login,false,false,true,login_succeeded,not_applicable,ready,found,auth,OPS-06 positive: Login completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Login is denied without state mutation. || OPS-06 negative: offline/session-expired use of Login does not leak or duplicate protected state.
OPS-06,auth.mfa.code,Authenticator code,anonymous,auth:mfa:complete,/login,MfaChallengeForm,write,input,CLIENT,form.totp_code,false,false,false,,not_applicable,ready,found,auth,OPS-06 positive: Authenticator code completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Authenticator code is denied without state mutation. || OPS-06 negative: offline/session-expired use of Authenticator code does not leak or duplicate protected state.
OPS-06,auth.mfa.submit,Verify,anonymous,auth:mfa:complete,/login,MfaChallengeForm,write,submit,POST,/api/v1/auth/mfa/challenge,false,false,true,mfa_challenge_succeeded,not_applicable,ready,found,auth,OPS-06 positive: Verify completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Verify is denied without state mutation. || OPS-06 negative: offline/session-expired use of Verify does not leak or duplicate protected state.
OPS-06,auth.logout,Logout,owner|admin|parent|student,auth:session:revoke,*protected,AppShell,write,button,POST,/api/v1/auth/logout,false,true,true,logout,not_applicable,ready,found,auth,OPS-06 positive: Logout completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Logout is denied without state mutation. || OPS-06 negative: offline/session-expired use of Logout does not leak or duplicate protected state.
OPS-06,dashboard.view,Dashboard,owner|admin,dashboard:read,/app/dashboard,OwnerDashboard,read,route,GET,/api/v1/dashboard/owner,false,false,false,,not_applicable,ready,found,dashboard,OPS-06 positive: Dashboard completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Dashboard is denied without state mutation. || OPS-06 negative: offline/session-expired use of Dashboard does not leak or duplicate protected state.
OPS-06,dashboard.refresh,Refresh dashboard,owner|admin,dashboard:read,/app/dashboard,OwnerDashboard,read,button,GET,/api/v1/dashboard/owner,false,false,false,,not_applicable,ready,found,dashboard,OPS-06 positive: Refresh dashboard completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Refresh dashboard is denied without state mutation. || OPS-06 negative: offline/session-expired use of Refresh dashboard does not leak or duplicate protected state.
OPS-06,dashboard.nav.crm,CRM,owner|admin,crm:contacts:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/crm,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: CRM completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of CRM is denied without state mutation. || OPS-06 negative: offline/session-expired use of CRM does not leak or duplicate protected state.
OPS-06,dashboard.nav.communications,Communications,owner|admin,communications:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/communications,false,false,false,,not_applicable,ready,found,communications,OPS-06 positive: Communications completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Communications is denied without state mutation. || OPS-06 negative: offline/session-expired use of Communications does not leak or duplicate protected state.
OPS-06,dashboard.nav.tasks,Tasks,owner|admin,tasks:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/tasks,false,false,false,,not_applicable,ready,missing,tasks,OPS-06 positive: Tasks completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Tasks is denied without state mutation. || OPS-06 negative: offline/session-expired use of Tasks does not leak or duplicate protected state.
OPS-06,dashboard.nav.households,Households,owner|admin,households:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/households,false,false,false,,not_applicable,ready,partial,households,OPS-06 positive: Households completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Households is denied without state mutation. || OPS-06 negative: offline/session-expired use of Households does not leak or duplicate protected state.
OPS-06,dashboard.nav.content,Content Library,owner|admin,content:library:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/content,false,false,false,,not_applicable,ready,found,content-library,OPS-06 positive: Content Library completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Content Library is denied without state mutation. || OPS-06 negative: offline/session-expired use of Content Library does not leak or duplicate protected state.
OPS-06,dashboard.nav.billing,Billing status,owner|admin,billing:status:read,/app/dashboard,OwnerDashboard,read,link,GET,/app/billing,false,false,false,,not_applicable,ready,found,billing-status,OPS-06 positive: Billing status completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Billing status is denied without state mutation. || OPS-06 negative: offline/session-expired use of Billing status does not leak or duplicate protected state.
OPS-06,crm.view,CRM,owner|admin,crm:contacts:read,/app/crm,CrmList,read,route,GET,/api/v1/crm/contacts,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: CRM completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of CRM is denied without state mutation. || OPS-06 negative: offline/session-expired use of CRM does not leak or duplicate protected state.
OPS-06,crm.search.input,Search,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,input,CLIENT,crm.search,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Search completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Search is denied without state mutation. || OPS-06 negative: offline/session-expired use of Search does not leak or duplicate protected state.
OPS-06,crm.search.apply,Apply,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,button,POST,/api/v1/crm/contacts/search,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Apply completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Apply is denied without state mutation. || OPS-06 negative: offline/session-expired use of Apply does not leak or duplicate protected state.
OPS-06,crm.filter.classification,Classification,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,select,CLIENT,crm.filter.classification,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Classification completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Classification is denied without state mutation. || OPS-06 negative: offline/session-expired use of Classification does not leak or duplicate protected state.
OPS-06,crm.filter.status,Lead status,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,select,CLIENT,crm.filter.status,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Lead status completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Lead status is denied without state mutation. || OPS-06 negative: offline/session-expired use of Lead status does not leak or duplicate protected state.
OPS-06,crm.filter.source,Source,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,select,CLIENT,crm.filter.source,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Source completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Source is denied without state mutation. || OPS-06 negative: offline/session-expired use of Source does not leak or duplicate protected state.
OPS-06,crm.filter.assignee,Assignee,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,select,CLIENT,crm.filter.assignee,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Assignee completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Assignee is denied without state mutation. || OPS-06 negative: offline/session-expired use of Assignee does not leak or duplicate protected state.
OPS-06,crm.filter.sort,Sort,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,select,CLIENT,crm.filter.sort,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Sort completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Sort is denied without state mutation. || OPS-06 negative: offline/session-expired use of Sort does not leak or duplicate protected state.
OPS-06,crm.filters.clear,Clear filters,owner|admin,crm:contacts:search,/app/crm,CrmFilters,read,button,CLIENT,crm.clearFilters,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Clear filters completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Clear filters is denied without state mutation. || OPS-06 negative: offline/session-expired use of Clear filters does not leak or duplicate protected state.
OPS-06,crm.pagination.next,Next page,owner|admin,crm:contacts:read,/app/crm,CrmList,read,button,POST,/api/v1/crm/contacts/search,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Next page completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Next page is denied without state mutation. || OPS-06 negative: offline/session-expired use of Next page does not leak or duplicate protected state.
OPS-06,crm.contact.add,Add contact,owner|admin,crm:contacts:create,/app/crm,CrmListToolbar,write,button,CLIENT,crm.openCreateContact,false,false,false,,not_applicable,ready,found,crm,OPS-06 positive: Add contact completes through the declared handler and persisted state matches the UI.,OPS-06 negative: unauthorized or invalid use of Add contact is denied without state mutation. || OPS-06 negative: offline/session-expired use of Add contact does not leak or duplicate protected state.
